id,title,url,chunk_index,content
10,Associate of Science in Instructional Design and Technology – Faculty of Education,https://fed.upou.edu.ph/undergraduate/associate-of-science-in-instructional-design-and-technology/#,1,"Graduates of other undergraduate degrees. Admission is through UgAT but passers of UPCAT, applicants who meet the transfer requirements, and degree holders may no longer be required to take the UgAT. have submitted the complete documentary requirements for admission before the application deadline;
2."
11,Associate of Science in Instructional Design and Technology – Faculty of Education,https://fed.upou.edu.ph/undergraduate/associate-of-science-in-instructional-design-and-technology/#,2,"Details about the exam will be emailed by the Admission section of the Office of the University  Registrar;
3. Link to the DERM will be emailed by the Admission; and have submitted an admission essay
Curriculum
The curriculum of ASIDT program consists of 72 units of academic courses, (8) units of PE and (6) units of NSTP:
Required GE courses – 21 units
Elective GE courses- 9 units
Common courses – 12 units
Mandated course – 3 units
Concentration courses – 27 units
PE courses – (8) units
NSTP courses – (6) units
Required GE Courses (21 units)
KAS 1
Kasaysayan ng Pilipinas
Ang pampulitika, pang-ekonomya, panlipunan, at pangkalinangang pagsulong ng Pilipinas. 3 units (prescribed)
WIKA 1
Wika, Kultura at Lipunan
Pagsusuri sa ugnayan ng wika, kultura, at lipunan. 3 units
ETHICS 1
Ethics and Moral Reasoning in Everyday Life
The nature and development, sources and frameworks of ethics and moral reasoning and their application to various issues and contexts. 3 units
ARTS 1
Critical Perspectives in the Arts
A critical study of the experience, language, and context of art. 3 units
SCIENCE 11
Living Systems: Concepts and Dynamics
Principles, interactions, and contemporary issues concerning living systems. 3 units
STS 1
Science, Technology and Society
Analyses of the past, present and future of science and technology in society (including their nature, scope, role and function) and the social, cultural, political, economic and environmental factors affecting the development of science and technology, with emphasis on the Philippine setting. 3 units
MATH 10
Mathematics, Culture and Society
Appreciation of the beauty and power of mathematics through the examination of its nature, development, utility, and relationship with culture and society. 3 units
Elective GE courses (choose 3 courses only)
SAS 1
Self and Society
Understanding the self by examining the interaction of biological, psychological, and socio-cultural dimensions and
appreciating human agency and the emergence of the self in different social contexts. 3 units
COMM 10
Critical Perspectives in Communication
Theories and frameworks of communication in various contexts. 3 units
PHILARTS 1
Philippine Arts and Culture
Approaches to Philippine Arts and Culture
3 units
SOC SCI 2
Social, Political, and Economic Thought
A survey of social, economic, and political thought from classical to contemporary times. 3 units
ENG 11
Literature and Society
The study of various literary genres as a dynamic interaction between the individual and social and cultural forces. 3 units
Common Courses (12 units)
COMM 2
Communication Skills 2
The development of more advanced language skills in critical thinking and effective reading and writing. 3 units
ENG 157
English for the Professions
Theory and practice of writing in the professions. 3 units
COMP ED 10
Critical Digital Literacies
Understanding, using, and producing digital content, products, and services. 3 units
COMP ED 20
Introduction to Analytics
Fundamental concepts and principles in analytics and its techniques and applications. 3 units
Mandated course (3 units)
PI 100
Philippine Institutions 100
The Life and Works of Jose Rizal and other Philippine Institutions
3 units
Concentration Courses (27 units)
IDT 101
Foundations of Instructional Design and Technology
Introduction to Instructional Design concepts, strategies and methodologies, learning space and environment, technologies used for teaching, and effective use and application of technology to support learning. 3 units
IDT 102
Psychology of Instructional Design & Technology
The course delves into the human perspective and the human factors that go with it as applied to the practice of instructional design and technology."
12,Associate of Arts in Digital Entrepreneurship - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/aa/aade/,0,"10968 or an act institutionalizing the Philippine Qualifications Framework (PQF). Program Goals
The AADE program aims to develop graduates who are able to:
Demonstrate creativity, innovation and uprightness in discovering, managing, scaling, and transforming business ideas, assets, products,  services and key components into digital ;
Demonstrate entrepreneurial attitudes which integrate business ethics, cultural sensitivity, ecological principles, and social responsibility in the digitally adept enterprise; and
Operate and adapt in a digitally networked and rapidly changing business environment. Admission
The following can apply for admission to a specialization in AADE:
High School or Senior High School graduates who have never enrolled in college; admission is through Undergraduate Admission Test (UgAT);
Passers of the Department of Education’s (DepEd) Alternative Learning System Accreditation and Equivalency (ALS A&E) Test for secondary level; admission is through UgAT;
Passers of UP College Admission Test (UPCAT) with a minimum score of 2.80
Transferees (with college units); and
Graduates of other undergraduate degrees. To be admitted to the program through UgAT, the applicant must:
Have submitted the complete documentary requirements for admission before the application deadline;
Have taken and passed the Undergraduate Admission Test (UgAT). Details about the exam will be emailed by admissions;
Have completed the UPOU Distance Education Readiness Module (DERM). (Link to the DERM will be emailed by admissions); and
Have submitted an admission essay (500-word essay indicating your purpose for applying to the distance education programs and your plans after completion of the associate program at the UP Open University). Enrollment Procedures
Online Registration is done through the
Student Portal
. However, a maximum residency rule (MRR) of 7 years will be adopted from the Associate in Arts program of UPOU. For admission-related details, please visit
UPOU website
."
13,Associate of Arts in Digital Entrepreneurship - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/aa/aade/,1,"Program Brochure
Admission
Enrollment
Academic Calendar
List of FMDS Programs
Search for:
Building Your Successful Business: An Exclusive Interview With Ricca Del Rosario of Half the Price Clothing
June 28th, 2017
[UPDATE] UPOU-FMDS inks agreement on ‘Insulin plant’ research project UPDATE: UPOU has severed its affiliation with CoopHub and OFW Credit Cooperative. January 26th, 2017
FMDS Comprehensive Exam Schedule for Second Semester  and Mid-Year Term AY 2023-2024
February 26th, 2024
UPOU-FMDS-MAN Program conducts  webinar on Technological Competency as Caring in Nursing
October 19th, 2022
UPOU, ADMU, and UP Diliman initiate microcredentials for lifelong learning and employability project under the Erasmus+ Programme
May 11th, 2023
FMDS Comprehensive Exam Schedule for First Semester AY 2024-2025
November 19th, 2024
FMDS-UPOU in Collaboration with OGC Re-launched the Gender Sensitivity Training Microcredential
April 14th, 2026
ANNOUNCEMENT: Doctor in Sustainability (DSus) Intensive Course Delivery
April 14th, 2026
FMDS Faculty Present Research at the 17th ICERD
April 10th, 2026
FMDS-UPOU tackles Climate Justice, Gender Equality,  and Social Work Integration at the LTiO Hybrid Webinar
April 10th, 2026
UPLB CAFS Institute of Animal Science ANSC 191 Students visited FMDS Perma GARDEN for Animal Welfare and Environmental Enrichment Program
April 10th, 2026
Coffee Project Team conducted Site Visit in Asipulo, Ifugao
March 31st, 2026
Advancing Women’s Empowerment and GAD Advocacy through Research
March 30th, 2026
UPOU and University Canada West Hold Lecture-Workshop on Financing Sustainability in a Global Context
March 24th, 2026
FMDS-UPOU Proudly Celebrates Staff’s Achievement at CAFS-UPLB 117th Founding Anniversary
March 23rd, 2026
Upcoming Events: FMDS LTiO on #MakeClimateAConversation and Launching of the Gender Sensitivity Training Microcredential under the GAD MC Series
March 18th, 2026
FMDS Socials
Toggle Sliding Bar Area
Page load link
We use cookies to ensure that we give you the best experience on our website."
14,Associate of Arts in Digital Entrepreneurship - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/aa/aade/#content,0,"10968 or an act institutionalizing the Philippine Qualifications Framework (PQF). Program Goals
The AADE program aims to develop graduates who are able to:
Demonstrate creativity, innovation and uprightness in discovering, managing, scaling, and transforming business ideas, assets, products,  services and key components into digital ;
Demonstrate entrepreneurial attitudes which integrate business ethics, cultural sensitivity, ecological principles, and social responsibility in the digitally adept enterprise; and
Operate and adapt in a digitally networked and rapidly changing business environment. Admission
The following can apply for admission to a specialization in AADE:
High School or Senior High School graduates who have never enrolled in college; admission is through Undergraduate Admission Test (UgAT);
Passers of the Department of Education’s (DepEd) Alternative Learning System Accreditation and Equivalency (ALS A&E) Test for secondary level; admission is through UgAT;
Passers of UP College Admission Test (UPCAT) with a minimum score of 2.80
Transferees (with college units); and
Graduates of other undergraduate degrees. To be admitted to the program through UgAT, the applicant must:
Have submitted the complete documentary requirements for admission before the application deadline;
Have taken and passed the Undergraduate Admission Test (UgAT). Details about the exam will be emailed by admissions;
Have completed the UPOU Distance Education Readiness Module (DERM). (Link to the DERM will be emailed by admissions); and
Have submitted an admission essay (500-word essay indicating your purpose for applying to the distance education programs and your plans after completion of the associate program at the UP Open University). Enrollment Procedures
Online Registration is done through the
Student Portal
. However, a maximum residency rule (MRR) of 7 years will be adopted from the Associate in Arts program of UPOU. For admission-related details, please visit
UPOU website
."
15,Associate of Arts in Digital Entrepreneurship - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/aa/aade/#content,1,"Program Brochure
Admission
Enrollment
Academic Calendar
List of FMDS Programs
Search for:
Building Your Successful Business: An Exclusive Interview With Ricca Del Rosario of Half the Price Clothing
June 28th, 2017
[UPDATE] UPOU-FMDS inks agreement on ‘Insulin plant’ research project UPDATE: UPOU has severed its affiliation with CoopHub and OFW Credit Cooperative. January 26th, 2017
FMDS Comprehensive Exam Schedule for Second Semester  and Mid-Year Term AY 2023-2024
February 26th, 2024
UPOU-FMDS-MAN Program conducts  webinar on Technological Competency as Caring in Nursing
October 19th, 2022
UPOU, ADMU, and UP Diliman initiate microcredentials for lifelong learning and employability project under the Erasmus+ Programme
May 11th, 2023
FMDS Comprehensive Exam Schedule for First Semester AY 2024-2025
November 19th, 2024
FMDS-UPOU in Collaboration with OGC Re-launched the Gender Sensitivity Training Microcredential
April 14th, 2026
ANNOUNCEMENT: Doctor in Sustainability (DSus) Intensive Course Delivery
April 14th, 2026
FMDS Faculty Present Research at the 17th ICERD
April 10th, 2026
FMDS-UPOU tackles Climate Justice, Gender Equality,  and Social Work Integration at the LTiO Hybrid Webinar
April 10th, 2026
UPLB CAFS Institute of Animal Science ANSC 191 Students visited FMDS Perma GARDEN for Animal Welfare and Environmental Enrichment Program
April 10th, 2026
Coffee Project Team conducted Site Visit in Asipulo, Ifugao
March 31st, 2026
Advancing Women’s Empowerment and GAD Advocacy through Research
March 30th, 2026
UPOU and University Canada West Hold Lecture-Workshop on Financing Sustainability in a Global Context
March 24th, 2026
FMDS-UPOU Proudly Celebrates Staff’s Achievement at CAFS-UPLB 117th Founding Anniversary
March 23rd, 2026
Upcoming Events: FMDS LTiO on #MakeClimateAConversation and Launching of the Gender Sensitivity Training Microcredential under the GAD MC Series
March 18th, 2026
FMDS Socials
Toggle Sliding Bar Area
Page load link
We use cookies to ensure that we give you the best experience on our website."
16,Associate of Arts in Digital Entrepreneurship - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/aa/aade/#dc36075dde690bc81,0,"10968 or an act institutionalizing the Philippine Qualifications Framework (PQF). Program Goals
The AADE program aims to develop graduates who are able to:
Demonstrate creativity, innovation and uprightness in discovering, managing, scaling, and transforming business ideas, assets, products,  services and key components into digital ;
Demonstrate entrepreneurial attitudes which integrate business ethics, cultural sensitivity, ecological principles, and social responsibility in the digitally adept enterprise; and
Operate and adapt in a digitally networked and rapidly changing business environment. Admission
The following can apply for admission to a specialization in AADE:
High School or Senior High School graduates who have never enrolled in college; admission is through Undergraduate Admission Test (UgAT);
Passers of the Department of Education’s (DepEd) Alternative Learning System Accreditation and Equivalency (ALS A&E) Test for secondary level; admission is through UgAT;
Passers of UP College Admission Test (UPCAT) with a minimum score of 2.80
Transferees (with college units); and
Graduates of other undergraduate degrees. To be admitted to the program through UgAT, the applicant must:
Have submitted the complete documentary requirements for admission before the application deadline;
Have taken and passed the Undergraduate Admission Test (UgAT). Details about the exam will be emailed by admissions;
Have completed the UPOU Distance Education Readiness Module (DERM). (Link to the DERM will be emailed by admissions); and
Have submitted an admission essay (500-word essay indicating your purpose for applying to the distance education programs and your plans after completion of the associate program at the UP Open University). Enrollment Procedures
Online Registration is done through the
Student Portal
. However, a maximum residency rule (MRR) of 7 years will be adopted from the Associate in Arts program of UPOU. For admission-related details, please visit
UPOU website
."
17,Associate of Arts in Digital Entrepreneurship - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/aa/aade/#dc36075dde690bc81,1,"Program Brochure
Admission
Enrollment
Academic Calendar
List of FMDS Programs
Search for:
Building Your Successful Business: An Exclusive Interview With Ricca Del Rosario of Half the Price Clothing
June 28th, 2017
[UPDATE] UPOU-FMDS inks agreement on ‘Insulin plant’ research project UPDATE: UPOU has severed its affiliation with CoopHub and OFW Credit Cooperative. January 26th, 2017
FMDS Comprehensive Exam Schedule for Second Semester  and Mid-Year Term AY 2023-2024
February 26th, 2024
UPOU-FMDS-MAN Program conducts  webinar on Technological Competency as Caring in Nursing
October 19th, 2022
UPOU, ADMU, and UP Diliman initiate microcredentials for lifelong learning and employability project under the Erasmus+ Programme
May 11th, 2023
FMDS Comprehensive Exam Schedule for First Semester AY 2024-2025
November 19th, 2024
FMDS-UPOU in Collaboration with OGC Re-launched the Gender Sensitivity Training Microcredential
April 14th, 2026
ANNOUNCEMENT: Doctor in Sustainability (DSus) Intensive Course Delivery
April 14th, 2026
FMDS Faculty Present Research at the 17th ICERD
April 10th, 2026
FMDS-UPOU tackles Climate Justice, Gender Equality,  and Social Work Integration at the LTiO Hybrid Webinar
April 10th, 2026
UPLB CAFS Institute of Animal Science ANSC 191 Students visited FMDS Perma GARDEN for Animal Welfare and Environmental Enrichment Program
April 10th, 2026
Coffee Project Team conducted Site Visit in Asipulo, Ifugao
March 31st, 2026
Advancing Women’s Empowerment and GAD Advocacy through Research
March 30th, 2026
UPOU and University Canada West Hold Lecture-Workshop on Financing Sustainability in a Global Context
March 24th, 2026
FMDS-UPOU Proudly Celebrates Staff’s Achievement at CAFS-UPLB 117th Founding Anniversary
March 23rd, 2026
Upcoming Events: FMDS LTiO on #MakeClimateAConversation and Launching of the Gender Sensitivity Training Microcredential under the GAD MC Series
March 18th, 2026
FMDS Socials
Toggle Sliding Bar Area
Page load link
We use cookies to ensure that we give you the best experience on our website."
18,Associate of Arts in Digital Entrepreneurship - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/aa/aade/#695d9de0f6f3b5049,0,"10968 or an act institutionalizing the Philippine Qualifications Framework (PQF). Program Goals
The AADE program aims to develop graduates who are able to:
Demonstrate creativity, innovation and uprightness in discovering, managing, scaling, and transforming business ideas, assets, products,  services and key components into digital ;
Demonstrate entrepreneurial attitudes which integrate business ethics, cultural sensitivity, ecological principles, and social responsibility in the digitally adept enterprise; and
Operate and adapt in a digitally networked and rapidly changing business environment. Admission
The following can apply for admission to a specialization in AADE:
High School or Senior High School graduates who have never enrolled in college; admission is through Undergraduate Admission Test (UgAT);
Passers of the Department of Education’s (DepEd) Alternative Learning System Accreditation and Equivalency (ALS A&E) Test for secondary level; admission is through UgAT;
Passers of UP College Admission Test (UPCAT) with a minimum score of 2.80
Transferees (with college units); and
Graduates of other undergraduate degrees. To be admitted to the program through UgAT, the applicant must:
Have submitted the complete documentary requirements for admission before the application deadline;
Have taken and passed the Undergraduate Admission Test (UgAT). Details about the exam will be emailed by admissions;
Have completed the UPOU Distance Education Readiness Module (DERM). (Link to the DERM will be emailed by admissions); and
Have submitted an admission essay (500-word essay indicating your purpose for applying to the distance education programs and your plans after completion of the associate program at the UP Open University). Enrollment Procedures
Online Registration is done through the
Student Portal
. However, a maximum residency rule (MRR) of 7 years will be adopted from the Associate in Arts program of UPOU. For admission-related details, please visit
UPOU website
."
19,Associate of Arts in Digital Entrepreneurship - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/aa/aade/#695d9de0f6f3b5049,1,"Program Brochure
Admission
Enrollment
Academic Calendar
List of FMDS Programs
Search for:
Building Your Successful Business: An Exclusive Interview With Ricca Del Rosario of Half the Price Clothing
June 28th, 2017
[UPDATE] UPOU-FMDS inks agreement on ‘Insulin plant’ research project UPDATE: UPOU has severed its affiliation with CoopHub and OFW Credit Cooperative. January 26th, 2017
FMDS Comprehensive Exam Schedule for Second Semester  and Mid-Year Term AY 2023-2024
February 26th, 2024
UPOU-FMDS-MAN Program conducts  webinar on Technological Competency as Caring in Nursing
October 19th, 2022
UPOU, ADMU, and UP Diliman initiate microcredentials for lifelong learning and employability project under the Erasmus+ Programme
May 11th, 2023
FMDS Comprehensive Exam Schedule for First Semester AY 2024-2025
November 19th, 2024
FMDS-UPOU in Collaboration with OGC Re-launched the Gender Sensitivity Training Microcredential
April 14th, 2026
ANNOUNCEMENT: Doctor in Sustainability (DSus) Intensive Course Delivery
April 14th, 2026
FMDS Faculty Present Research at the 17th ICERD
April 10th, 2026
FMDS-UPOU tackles Climate Justice, Gender Equality,  and Social Work Integration at the LTiO Hybrid Webinar
April 10th, 2026
UPLB CAFS Institute of Animal Science ANSC 191 Students visited FMDS Perma GARDEN for Animal Welfare and Environmental Enrichment Program
April 10th, 2026
Coffee Project Team conducted Site Visit in Asipulo, Ifugao
March 31st, 2026
Advancing Women’s Empowerment and GAD Advocacy through Research
March 30th, 2026
UPOU and University Canada West Hold Lecture-Workshop on Financing Sustainability in a Global Context
March 24th, 2026
FMDS-UPOU Proudly Celebrates Staff’s Achievement at CAFS-UPLB 117th Founding Anniversary
March 23rd, 2026
Upcoming Events: FMDS LTiO on #MakeClimateAConversation and Launching of the Gender Sensitivity Training Microcredential under the GAD MC Series
March 18th, 2026
FMDS Socials
Toggle Sliding Bar Area
Page load link
We use cookies to ensure that we give you the best experience on our website."
20,Associate of Arts in Digital Entrepreneurship - Faculty of Management and Development Studies,https://fmds.upou.edu.ph/academics/aa/aade/#c7eb4ae7aac9f6bd1,0,"10968 or an act institutionalizing the Philippine Qualifications Framework (PQF). Program Goals
The AADE program aims to develop graduates who are able to:
Demonstrate creativity, innovation and uprightness in discovering, managing, scaling, and transforming business ideas, assets, products,  services and key components into digital ;
Demonstrate entrepreneurial attitudes which integrate business ethics, cultural sensitivity, ecological principles, and social responsibility in the digitally adept enterprise; and
Operate and adapt in a digitally networked and rapidly changing business environment. Admission
The following can apply for admission to a specialization in AADE:
High School or Senior High School graduates who have never enrolled in college; admission is through Undergraduate Admission Test (UgAT);
Passers of the Department of Education’s (DepEd) Alternative Learning System Accreditation and Equivalency (ALS A&E) Test for secondary level; admission is through UgAT;
Passers of UP College Admission Test (UPCAT) with a minimum score of 2.80
Transferees (with college units); and
Graduates of other undergraduate degrees. To be admitted to the program through UgAT, the applicant must:
Have submitted the complete documentary requirements for admission before the application deadline;
Have taken and passed the Undergraduate Admission Test (UgAT). Details about the exam will be emailed by admissions;
Have completed the UPOU Distance Education Readiness Module (DERM). (Link to the DERM will be emailed by admissions); and
Have submitted an admission essay (500-word essay indicating your purpose for applying to the distance education programs and your plans after completion of the associate program at the UP Open University). Enrollment Procedures
Online Registration is done through the
Student Portal
. However, a maximum residency rule (MRR) of 7 years will be adopted from the Associate in Arts program of UPOU. For admission-related details, please visit
UPOU website
."
